park_name,author_name,rating,text,time
St. Francis Xavier Roman Catholic Church,Mrs.Custom Everything,5,"We went here for a photo shoot on a Saturday. We didn't know they had service.  I want to apologize for everyone because we thought permission was asked.  We did get some amazing photos before we were nicely asked to leave.  And i don't blame then one bit. They were very polite and understanding.
Thank you you have an amazing building of God.",2023-08-15 02:11:07
St. Francis Xavier Roman Catholic Church,Billy Karwoski,5,I pass this church a lot and finally visited earlier today. Very beautiful altar and organ just overall a beautiful church. The mass was nice too and Brother Joshua was really nice and showed us a few things that were pretty cool. Definitely recommend visiting someday day.,2024-01-14 01:34:49
St. Francis Xavier Roman Catholic Church,Dr. Peter Andrews,5,"I liked the priest he speaks french as well.
Great place",2022-05-15 13:10:50
St. Francis Xavier Roman Catholic Church,Tong Chen,4,Look good,2023-09-05 04:53:41
St. Francis Xavier Roman Catholic Church,Kathleen Lydon,5,"Have a great appointment with Miss Butler, have bee n a member for almost 40 years!",2023-08-26 14:44:32
Penn Tennis Center,BEST VINERS VINE COMPILATION,1,New management is not suitable for their job.,2023-10-24 21:48:58
Penn Tennis Center,One Two,1,New management has no common sense.,2023-10-24 21:51:46
Penn Tennis Center,Ron Perelman,1,Rude management that treats customers without consideration,2023-10-06 23:45:06
Penn Tennis Center,S Simon,5,"This is for the indoor facilities only. The outdoor facilities aren’t worth paying for.

Great courts. Well lit. Clean. The staff at the front desk are helpful and kind although occasionally understaffed. I highly recommend two of the pros if you’re looking for lessons, Tom and Tony. There’s also a signup sheet for people looking for new people to play with.",2020-03-06 17:29:42
Penn Tennis Center,John Stevens,1,Rude and unfriendly management.,2023-10-06 23:35:39
Veterans Playground,Danny Edmunds,5,"Can always play a good game of basketball, and  most of all it helped raise my son at times when I didn't hold every answer of how to be a father",2020-10-08 18:33:02
Veterans Playground,Dieja knox,3,needs a lil love but the kid had fun!,2019-05-11 23:50:49
Veterans Playground,Charlotte Cottle,5,Kids enjoyed they self's,2021-11-17 20:32:14
Veterans Playground,williams giovan,3,Nice park kids had fun,2021-06-23 18:42:10
Veterans Playground,Albert Singleton,5,That's my childhood playground,2019-02-15 12:25:20
Carpenter Green Park,Megan Wilcox,5,"As a dog walker and someone who enjoys getting out around the city, I wish we had more little parks like this.  It's small, but offers a lot of grass, some benches, and an area specifically for pets to go to the restroom.  On really nice days I see people out with chairs sitting in the sun or lounging in the grass.  Quite a few kids seem to hang out here after school on nice days and there are always a lot of pet parents.  It's my go to spot for getting dogs some grass to walk around in.",2021-11-13 22:02:32
Carpenter Green Park,Paul Tom,5,"Urban community park is finally open to the public.  Well laid out paths, benches to sit, and lawn space for picnics.  Looking forward till spring to see some green in the neighborhood.",2021-01-03 15:16:05
Carpenter Green Park,Corey Nisbet,5,Nice park with benches and a small table.,2023-08-11 23:54:08
Carpenter Green Park,Rick S.,5,Can’t wait for this new park to open! Welcome addition to the neighborhood,2019-10-26 16:40:03
Carpenter Green Park,V Hall,5,Very peaceful 😌,2021-10-21 20:35:25
The Rail Park,Sun Flower,5,"We came from Maryland to hang out in P.A for the day and we came to this park. I was a bit skeptical at first because of the location, but glad we went anyway. My kids loved the big swings! It's nice during the sunset because the city lights turn on.",2023-10-24 17:01:07
The Rail Park,Dan Zena,3,"This park reminds me of a developing and mini ""High Line"" that you'll see in NYC. Its cool usage for an abandoned rail line and as of right now looks pretty cool. Nothing much too see as of yet but its a cool spot to explore or if you need some green space, some quiet from Center City. There are a lot of homeless that do hang around here but from my experience, they really just try to find some peace and quiet and never bothered anyone. This park looks cool and hopefully they continue to add more to it.

PROS:
-Cool concept
-Quiet, spacious, not far from the Center City/downtown area of Philly
-Sort of low key and never really packed (as of now)

CONS:
-I have seen homeless around here but never felt sketchy. The homeless I have seen here tend to visit here to be left alone and get some peace and quiet. Usually reading, napping, etc. But if this is a concern for you, just proceed cautiously.",2023-09-07 15:41:09
The Rail Park,Juliana,4,The Noble St entrance is not easily accessible from Broad St. Due to nearly building construction you have to walk through the middle of the street which does not feel safe. Overall it’s a good idea but it seriously needs funding for expansion. The signs say there is a plan for phase 2 but there was clearly no expansion construction happening. There seems to be a lot of dead space with wide walkways. I hope this expands in the future because it has potential to be great.,2023-05-22 00:55:23
The Rail Park,sk md alamgir hossain,5,Nice and clean! Very good feelings to walk and sewing. Bad thing some people smoking. But after all very nice work from city.,2023-05-10 23:31:05
The Rail Park,Christine DeVose-Cowans,4,"It could be so much better. Unfortunately it looks like they are not being funded enough to complete the expansion. Only one phase was completed.

However, it’s a pretty neat spot to check out. Parking is near impossible. I went a few years ago during summer. There was no shade and pretty hot. But there was a pop-up beer garden under the rail park. Not much to do at this park, but worth a visit. I went back this year during winter. Not much to see during winter, but I still enjoyed chilling up here while on my lunch break.",2022-02-09 18:33:48
Williams Moore Reed Memorial Park,Michelle Green,4,,2023-06-17 20:31:11
Williams Moore Reed Memorial Park,Anthony Thompson,4,,2023-08-16 03:51:26
Maplewood Mall,Jessica Behm,5,"We LOVE The Maplewood Mall! They have so many fun things to do. They have your basic mall stores and foods, but also they also have an escape room, The Sustainable Safari, where you can feed, pet, and hold many different animals, including a baby kangaroo!! You can rent and ride furry animals around the mall. A fun little photo booth to take pictures with your friends, massage chairs to relax you for a small fee. The Barnes & Noble bookstore has not one, but TWO floors and, of course, a Starbucks! Love it!",2024-02-20 02:02:34
Maplewood Mall,Noah M,5,"Lots of variety in the stores and restaurants!

This Mall is very nice and one of the best things about it is the wide variety of businesses on site. Book stores, Shoe stores, Coffee shops, smoothie stores, Clothes stores, and much more! In the center there is a large gathering area with a lot of cool Pop-up shops and a two story carousel ($3 per person when I went).

This is definitely a Mall you can go to again and again.",2024-02-26 01:06:41
Maplewood Mall,Leah H,4,"Pretty decent mall. There vacant stores that need to be filled. I don't come here often but seems there is always a new store here. Decent amount of local businesses that you won't find in other malls.

Lots of kiosks around to  browse as well and the people at them are normally very friendly, just a fun variety of things.",2024-03-10 21:05:03
Maplewood Mall,Jay,3,"This mall needs help. Many vacant stores and no-name stores. It doesn’t look bad overall, but needs more stores. Hopefully effort is being made to bring entertainment and other things to the mall to boost business levels. There’s so many ideas, they just need to think out of the box.",2024-02-15 19:00:15
Maplewood Mall,Pang Vang,1,"Don't pay 3 bucks for the carousel, waste of money. All the horses had a 100 lbs limited. The employee started the ride when I was putting my baby on the horse, then during the middle of the ride, she come out yelling at us to get off the horse during the ride because there was a 100 lbs limited that inform us or see. Employee was rude to us, I request a refund and to speak with the manager, she was rude and refused, when I started to record the accident she stop talking.

Maplewood mall needs to close it down because of safety concerns, they should inform us before when they started the ride, we would of left.

The employee put us at risk and we couldn't even enjoy the ride.

She wouldn't refund my money n stop the ride early and than offer a new customer 3 free rides, wow.

I'm forwarding my video to attorney General and hope that Maplewood Mall take safety concerns into hand. The employee said she will not refund me because I didn't not read the policy on the windows, 1st off as an employee you should info us and not scams people's also start a ride without checking on the customer so no one will get hurt, instead of coming out of the booth during the ride yelling us to get down during the ride.

I would of post the video on here but it didn't allow me too so I screen shot the employee.

The things that also got me mad too, was she said parents doesn't need to be on the carousel because we are adults and its a kids.",2024-03-13 03:17:23
